snr,E,eta,a1,a2,a3,potenciaEspiao,ataquePresente
-10,1.1000229447414955,21.492247223320522,172.893262922901,137.67730638819782,115.8239170313717,0.0,0
-10,1.0704370020633438,21.492247223320522,162.23969256767828,132.71946219562028,121.84763015550385,0.0,0
-10,0.9984176722806515,21.492247223320522,178.69580000890133,163.25559709131747,112.993403634011,0.0,0
-10,1.019798155286312,21.492247223320522,170.84034001646012,143.4310234856541,117.26862241156533,0.0,0
-10,1.093619140409091,21.492247223320522,165.79693577251493,145.03586760838547,120.40520669175949,0.0,0
-10,1.0393119699324473,21.492247223320522,179.02403934524537,147.2927768278266,129.3401330287104,0.0,0
-10,1.1263948381955302,21.492247223320522,180.26402075948837,153.48200580692193,108.73791880991843,0.0,0
-10,1.090576958436234,21.492247223320522,168.9776925850628,146.5021871337456,125.61493660829512,0.0,0
-10,0.9912425835791426,21.492247223320522,164.549553691045,148.97177658095154,123.37965440514569,0.0,0
-10,1.0258892037812097,21.492247223320522,152.98843856130563,144.18976147545004,115.60587078166562,0.0,0
-10,1.0481890997994296,21.492247223320522,176.76392294817668,137.41343911847514,119.75113731427456,0.0,0
-10,1.1531272485816189,21.492247223320522,169.94915037126796,140.13313021227347,135.15967564173016,0.0,0
-10,1.1117438664775725,21.492247223320522,174.7502469672099,139.063758366738,118.81480566538971,0.0,0
-10,1.1196197440129858,21.492247223320522,187.4337455932227,146.45962630046975,120.50997620909189,0.0,0
-10,1.0817826333151501,21.492247223320522,173.47627101357082,148.72545943314753,136.22429106193567,0.0,0
-10,0.9566327425088389,21.492247223320522,152.33809203405264,140.07091656915787,106.52483973116334,0.0,0
-10,1.1731653660987826,21.492247223320522,167.8049692790994,152.9575095355619,127.82730344938648,0.0,0
-10,1.0862979559135635,21.492247223320522,158.56504188016217,141.32115854787355,132.84055209028895,0.0,0
-10,1.0578881914817,21.492247223320522,168.67967862509158,146.616633145799,119.46044971390367,0.0,0
-10,1.1205399050376896,21.492247223320522,176.81976506349608,142.69677827858652,125.78291660697877,0.0,0
-10,1.0139512991525452,21.492247223320522,161.20786084986818,147.39673056520283,115.19017549319024,0.0,0
-10,1.1280636135999953,21.492247223320522,160.29226079015223,148.20189615299782,123.69017723530149,0.0,0
