snr,E,eta,a1,a2,a3,potenciaEspiao,ataquePresente
-10,1.251767928784552,21.492247223320522,248.80963945850402,233.83631711647953,194.69111107949192,0.0,0
-10,1.0488759368352534,21.492247223320522,227.24862680849344,206.02456371095747,195.49896064753034,0.0,0
-10,1.0673584178507798,21.492247223320522,259.28518419013096,217.8494521490053,199.9429670194598,0.0,0
-10,1.0317392329607413,21.492247223320522,260.89210379703616,230.74184350981625,201.638119011246,0.0,0
-10,1.002703094101244,21.492247223320522,236.7604225820096,205.46849126244237,189.6908950281706,0.0,0
-10,1.1833350762003594,21.492247223320522,234.8705020771698,209.33543574811497,200.8075550503922,0.0,0
-10,0.9311433055865521,21.492247223320522,226.7302214334061,213.04963151364908,198.0375974328235,0.0,0
-10,0.9703899873230907,21.492247223320522,226.30013542676033,203.2543279475255,192.67999462908244,0.0,0
-10,1.0412966272622262,21.492247223320522,258.8297475059176,213.6633308101739,186.1316080652097,0.0,0
-10,1.0835110580072689,21.492247223320522,240.43622203577135,212.53400736784175,197.3847848824654,0.0,0
-10,1.0988859681077892,21.492247223320522,237.33098688436334,220.3190890222738,204.93015951844188,0.0,0
-10,1.1274394017116234,21.492247223320522,250.4218465435294,212.10260464201315,195.94600051352393,0.0,0
-10,1.0753836719286016,21.492247223320522,237.01701581988308,206.87405910863205,177.93524307011555,0.0,0
-10,1.0298294520085154,21.492247223320522,256.0962286789127,233.70730532723806,204.63256516802477,0.0,0
-10,1.1099097208830455,21.492247223320522,252.09459355233906,235.50484053044724,205.1032091939367,0.0,0
-10,1.0741108221703706,21.492247223320522,251.1360390320232,241.70733484638657,225.18184151879507,0.0,0
-10,1.2062172479486324,21.492247223320522,242.18956538957076,212.53894283407854,188.24374413255273,0.0,0
-10,0.9843732015329381,21.492247223320522,245.9282492214832,220.29460768602266,192.71612341888678,0.0,0
-10,1.0888661755025029,21.492247223320522,230.88242321295783,204.03327740220197,190.6120077326082,0.0,0
-10,1.090706141376176,21.492247223320522,254.73111184263738,228.6844973765546,196.30652850811688,0.0,0
-10,1.068660821764314,21.492247223320522,232.98629361324748,222.77014584681504,197.19586017248918,0.0,0
-10,1.0246550715022709,21.492247223320522,241.66934509117414,231.380046238556,193.17666689814655,0.0,0
-10,1.0260740945589204,21.492247223320522,239.08707564053037,231.2561964165564,198.9431993866497,0.0,0
-10,1.1013720652077583,21.492247223320522,240.65222310306936,211.58415841855134,204.67224341964663,0.0,0
